Site,Parameter,SampleDate,Value
Cedar Lake (Leelanau),Total Phosphorus,1995-07-11,3.7
Cedar Lake (Leelanau),Total Phosphorus,1995-09-28,3.8
Cedar Lake (Leelanau),Total Phosphorus,1996-03-20,3.1
Cedar Lake (Leelanau),Total Phosphorus,1996-05-29,4.9
Cedar Lake (Leelanau),Total Phosphorus,1996-07-18,5.0
Cedar Lake (Leelanau),Total Phosphorus,1996-08-19,4.5
Cedar Lake (Leelanau),Total Phosphorus,1996-09-20,2.0
Cedar Lake (Leelanau),Total Phosphorus,1996-11-22,3.6
Cedar Lake (Leelanau),Total Phosphorus,1997-04-24,4.7
Cedar Lake (Leelanau),Total Phosphorus,1997-06-29,3.6
Cedar Lake (Leelanau),Total Phosphorus,1997-07-23,11.5
Cedar Lake (Leelanau),Total Phosphorus,1997-08-13,3.8
Cedar Lake (Leelanau),Total Phosphorus,1997-09-04,3.1
Cedar Lake (Leelanau),Total Phosphorus,1998-08-17,2.2
Cedar Lake (Leelanau),Total Phosphorus,1998-11-09,4.2
Cedar Lake (Leelanau),Total Phosphorus,1999-04-14,4.3
Cedar Lake (Leelanau),Total Phosphorus,1999-06-17,1.0
Cedar Lake (Leelanau),Total Phosphorus,1999-09-13,4.7
Cedar Lake (Leelanau),Total Phosphorus,2000-04-26,3.6
Cedar Lake (Leelanau),Total Phosphorus,2000-06-20,2.9
Cedar Lake (Leelanau),Total Phosphorus,2000-07-24,1.6
Cedar Lake (Leelanau),Total Phosphorus,2000-08-16,1.0
Cedar Lake (Leelanau),Total Phosphorus,2000-09-06,4.2
Cedar Lake (Leelanau),Total Phosphorus,2000-10-30,3.8
Cedar Lake (Leelanau),Total Phosphorus,2001-05-31,3.4
Cedar Lake (Leelanau),Total Phosphorus,2001-07-10,3.7
Cedar Lake (Leelanau),Total Phosphorus,2001-08-08,1.2
Cedar Lake (Leelanau),Total Phosphorus,2001-08-27,2.3
Cedar Lake (Leelanau),Total Phosphorus,2001-09-28,4.4
Cedar Lake (Leelanau),Total Phosphorus,2001-11-01,6.4
Cedar Lake (Leelanau),Total Phosphorus,2002-04-22,3.7
Cedar Lake (Leelanau),Total Phosphorus,2002-05-23,6.6
Cedar Lake (Leelanau),Total Phosphorus,2002-06-18,2.5
Cedar Lake (Leelanau),Total Phosphorus,2002-07-16,1.9
Cedar Lake (Leelanau),Total Phosphorus,2002-08-13,1.0
Cedar Lake (Leelanau),Total Phosphorus,2002-09-18,4.0
Cedar Lake (Leelanau),Total Phosphorus,2002-10-15,6.6
Cedar Lake (Leelanau),Total Phosphorus,2003-04-23,4.6
Cedar Lake (Leelanau),Total Phosphorus,2003-05-13,8.1
Cedar Lake (Leelanau),Total Phosphorus,2003-06-11,3.0
Cedar Lake (Leelanau),Total Phosphorus,2003-07-24,1.0
Cedar Lake (Leelanau),Total Phosphorus,2003-10-07,3.9
Cedar Lake (Leelanau),Total Phosphorus,2004-05-12,4.0
Cedar Lake (Leelanau),Total Phosphorus,2004-06-22,4.0
Cedar Lake (Leelanau),Total Phosphorus,2004-07-19,2.2
Cedar Lake (Leelanau),Total Phosphorus,2004-08-16,3.2
Cedar Lake (Leelanau),Total Phosphorus,2004-08-31,3.6
Cedar Lake (Leelanau),Total Phosphorus,2004-09-23,3.4
Cedar Lake (Leelanau),Total Phosphorus,2004-10-19,4.5
Cedar Lake (Leelanau),Total Phosphorus,2005-04-25,4.2
Cedar Lake (Leelanau),Total Phosphorus,2005-05-31,5.0
Cedar Lake (Leelanau),Total Phosphorus,2005-07-13,2.1
Cedar Lake (Leelanau),Total Phosphorus,2005-08-08,4.1
Cedar Lake (Leelanau),Total Phosphorus,2005-09-09,4.4
Cedar Lake (Leelanau),Total Phosphorus,2006-05-03,1.1
Cedar Lake (Leelanau),Total Phosphorus,2006-06-29,3.1
Cedar Lake (Leelanau),Total Phosphorus,2006-07-28,0.8
Cedar Lake (Leelanau),Total Phosphorus,2006-08-28,2.8
Cedar Lake (Leelanau),Total Phosphorus,2007-06-01,1.6
Cedar Lake (Leelanau),Total Phosphorus,2007-07-26,1.9
Cedar Lake (Leelanau),Total Phosphorus,2007-08-21,3.8
Cedar Lake (Leelanau),Total Phosphorus,2007-10-08,5.0
Cedar Lake (Leelanau),Total Phosphorus,2008-06-12,3.8
Cedar Lake (Leelanau),Total Phosphorus,2008-06-12,3.5
Cedar Lake (Leelanau),Total Phosphorus,2008-06-12,3.5
Cedar Lake (Leelanau),Total Phosphorus,2008-07-10,3.5
Cedar Lake (Leelanau),Total Phosphorus,2008-07-31,3.1
Cedar Lake (Leelanau),Total Phosphorus,2008-09-09,5.6
Cedar Lake (Leelanau),Total Phosphorus,2009-06-25,4.6
Cedar Lake (Leelanau),Total Phosphorus,2009-07-24,5.2
Cedar Lake (Leelanau),Total Phosphorus,2009-09-08,3.3
Cedar Lake (Leelanau),Total Phosphorus,2010-05-25,3.6
Cedar Lake (Leelanau),Total Phosphorus,2010-06-29,2.9
Cedar Lake (Leelanau),Total Phosphorus,2010-06-29,3.9
Cedar Lake (Leelanau),Total Phosphorus,2010-08-13,2.6
Cedar Lake (Leelanau),Total Phosphorus,2011-06-15,7.8
Cedar Lake (Leelanau),Total Phosphorus,2011-07-08,4.3
Cedar Lake (Leelanau),Total Phosphorus,2011-07-08,4.4
Cedar Lake (Leelanau),Total Phosphorus,2011-08-09,0.5
Cedar Lake (Leelanau),Total Phosphorus,2011-09-07,4.6
Cedar Lake (Leelanau),Total Phosphorus,2012-05-15,1.4
Cedar Lake (Leelanau),Total Phosphorus,2012-07-25,2.8
Cedar Lake (Leelanau),Total Phosphorus,2012-09-16,2.2
Cedar Lake (Leelanau),Total Phosphorus,2014-05-22,1.5
Cedar Lake (Leelanau),Total Phosphorus,2014-07-11,3.2
Cedar Lake (Leelanau),Total Phosphorus,2014-08-13,3.5
Cedar Lake (Leelanau),Total Phosphorus,2014-09-03,6.7
Cedar Lake (Leelanau),Total Phosphorus,2014-11-05,3.6
Cedar Lake (Leelanau),Total Phosphorus,2015-05-16,1.3
Cedar Lake (Leelanau),Total Phosphorus,2015-07-07,4.1
Cedar Lake (Leelanau),Total Phosphorus,2015-08-15,0.5
Cedar Lake (Leelanau),Total Phosphorus,2015-09-18,2.2
Cedar Lake (Leelanau),Total Phosphorus,2015-10-20,3.3
Cedar Lake (Leelanau),Total Phosphorus,2016-04-19,3.2
Cedar Lake (Leelanau),Total Phosphorus,2016-06-15,4.6
Cedar Lake (Leelanau),Total Phosphorus,2016-07-15,3.2
Cedar Lake (Leelanau),Total Phosphorus,2016-09-07,2.7
Cedar Lake (Leelanau),Total Phosphorus,2016-10-17,1.8
Cedar Lake (Leelanau),Total Phosphorus,2017-05-04,4.0
Cedar Lake (Leelanau),Total Phosphorus,2017-06-15,4.6
Cedar Lake (Leelanau),Total Phosphorus,2017-07-13,2.1
Cedar Lake (Leelanau),Total Phosphorus,2017-08-09,3.2
Cedar Lake (Leelanau),Total Phosphorus,2017-09-13,3.8
Cedar Lake (Leelanau),Total Phosphorus,2017-11-07,5.3
Cedar Lake (Leelanau),Total Phosphorus,2018-05-15,3.4
Cedar Lake (Leelanau),Total Phosphorus,2018-06-20,4.7
Cedar Lake (Leelanau),Total Phosphorus,2018-07-19,7.7
Cedar Lake (Leelanau),Total Phosphorus,2018-08-19,4.4
Cedar Lake (Leelanau),Total Phosphorus,2018-09-24,10.0
Cedar Lake (Leelanau),Total Phosphorus,2018-10-31,5.2
Cedar Lake (Leelanau),Total Phosphorus,2019-04-22,4.8
Cedar Lake (Leelanau),Total Phosphorus,2019-06-17,2.6
Cedar Lake (Leelanau),Total Phosphorus,2019-08-22,2.9
Cedar Lake (Leelanau),Total Phosphorus,2019-09-19,7.0
Cedar Lake (Leelanau),Total Phosphorus,2019-10-20,5.1
Cedar Lake (Leelanau),Total Phosphorus,2020-05-13,7.3
Cedar Lake (Leelanau),Total Phosphorus,2020-08-21,9.3
Cedar Lake (Leelanau),Total Phosphorus,2020-09-21,9.2
Cedar Lake (Leelanau),Total Phosphorus,2020-11-06,8.9
Cedar Lake (Leelanau),Total Phosphorus,2021-05-13,5.1
Cedar Lake (Leelanau),Total Phosphorus,2022-05-24,6.2
Cedar Lake (Leelanau),Total Phosphorus,2022-06-24,8.0
Cedar Lake (Leelanau),Total Phosphorus,2022-08-04,6.9
Cedar Lake (Leelanau),Total Phosphorus,2022-09-29,4.2
Cedar Lake (Leelanau),Total Phosphorus,2022-10-31,8.6
Cedar Lake (Leelanau),Total Phosphorus,2023-05-11,8.6
Cedar Lake (Leelanau),Total Phosphorus,2023-06-08,14.9
Cedar Lake (Leelanau),Total Phosphorus,2023-07-14,8.4
Cedar Lake (Leelanau),Total Phosphorus,2023-08-11,7.7
Cedar Lake (Leelanau),Total Phosphorus,2023-09-14,7.4
Cedar Lake (Leelanau),Total Phosphorus,2023-10-06,8.3
Cedar Lake (Leelanau),Total Phosphorus,2024-05-07,4.9
Cedar Lake (Leelanau),Total Phosphorus,2024-06-14,3.8
Cedar Lake (Leelanau),Total Phosphorus,2024-08-01,6.4
Cedar Lake (Leelanau),Total Phosphorus,2024-09-11,5.9
Cedar Lake (Leelanau),Total Phosphorus,2024-10-04,7.9
Cedar Lake (Leelanau),Total Phosphorus,2025-05-14,6.4
Cedar Lake (Leelanau),Total Phosphorus,2025-06-06,6.7
Cedar Lake (Leelanau),Total Phosphorus,2025-07-10,4.3
Cedar Lake (Leelanau),Total Phosphorus,2025-08-08,6.6
Cedar Lake (Leelanau),Total Phosphorus,2025-09-10,5.3
Cedar Lake (Leelanau),Total Phosphorus,2025-10-03,7.3
Lime Lake,Chlorophyll-a,1993-04-27,2.0
Lime Lake,Chlorophyll-a,1993-06-10,3.3
Lime Lake,Chlorophyll-a,1993-07-21,0.9
Lime Lake,Chlorophyll-a,1993-08-25,3.1
Lime Lake,Chlorophyll-a,1993-09-15,2.6
Lime Lake,Chlorophyll-a,1993-11-09,2.2
Lime Lake,Chlorophyll-a,1994-03-01,1.1
Lime Lake,Chlorophyll-a,1994-04-29,2.4
Lime Lake,Chlorophyll-a,1994-06-20,2.7
Lime Lake,Chlorophyll-a,1994-07-19,3.9
Lime Lake,Chlorophyll-a,1994-08-17,2.9
Lime Lake,Chlorophyll-a,1994-09-29,2.8
Lime Lake,Chlorophyll-a,1994-11-07,1.7
Lime Lake,Chlorophyll-a,1995-04-20,2.2
Lime Lake,Chlorophyll-a,1995-05-24,2.0
Lime Lake,Chlorophyll-a,1995-06-09,2.3
Lime Lake,Chlorophyll-a,1995-06-19,1.8
Lime Lake,Chlorophyll-a,1995-07-10,2.2
Lime Lake,Chlorophyll-a,1995-07-25,2.0
Lime Lake,Chlorophyll-a,1995-08-11,2.4
Lime Lake,Chlorophyll-a,1995-08-29,1.8
Lime Lake,Chlorophyll-a,1995-09-08,2.5
Lime Lake,Chlorophyll-a,1995-09-28,2.7
Lime Lake,Chlorophyll-a,1995-10-12,3.0
Lime Lake,Chlorophyll-a,1996-05-28,1.8
Lime Lake,Chlorophyll-a,1996-07-16,1.0
Lime Lake,Chlorophyll-a,1996-09-19,3.5
Lime Lake,Chlorophyll-a,1996-11-21,2.6
Lime Lake,Chlorophyll-a,1997-04-24,2.1
Lime Lake,Chlorophyll-a,1997-06-29,1.1
Lime Lake,Chlorophyll-a,1997-07-23,1.3
Lime Lake,Chlorophyll-a,1997-08-12,2.3
Lime Lake,Chlorophyll-a,1998-08-17,1.3
Lime Lake,Chlorophyll-a,1998-11-09,2.8
Lime Lake,Chlorophyll-a,1999-04-12,4.3
Lime Lake,Chlorophyll-a,1999-06-17,2.1
Lime Lake,Chlorophyll-a,1999-09-13,2.6
Lime Lake,Chlorophyll-a,2000-04-26,1.2
Lime Lake,Chlorophyll-a,2000-06-21,2.0
Lime Lake,Chlorophyll-a,2000-07-25,1.7
Lime Lake,Chlorophyll-a,2000-08-14,1.3
Lime Lake,Chlorophyll-a,2000-09-06,1.9
Lime Lake,Chlorophyll-a,2000-10-31,1.7
Lime Lake,Chlorophyll-a,2001-06-04,1.8
Lime Lake,Chlorophyll-a,2001-07-09,2.9
Lime Lake,Chlorophyll-a,2001-08-08,1.3
Lime Lake,Chlorophyll-a,2001-08-28,2.2
Lime Lake,Chlorophyll-a,2001-09-27,3.4
Lime Lake,Chlorophyll-a,2001-11-01,3.7
Lime Lake,Chlorophyll-a,2002-04-22,2.2
Lime Lake,Chlorophyll-a,2002-05-21,2.1
Lime Lake,Chlorophyll-a,2002-06-18,3.1
Lime Lake,Chlorophyll-a,2002-07-16,1.6
Lime Lake,Chlorophyll-a,2002-08-13,2.3
Lime Lake,Chlorophyll-a,2002-10-15,2.5
Lime Lake,Chlorophyll-a,2003-04-23,1.4
Lime Lake,Chlorophyll-a,2003-05-13,2.0
Lime Lake,Chlorophyll-a,2003-06-11,1.6
Lime Lake,Chlorophyll-a,2003-07-23,1.4
Lime Lake,Chlorophyll-a,2003-08-26,1.7
Lime Lake,Chlorophyll-a,2003-10-07,2.0
Lime Lake,Chlorophyll-a,2004-05-11,0.9
Lime Lake,Chlorophyll-a,2004-06-22,2.8
Lime Lake,Chlorophyll-a,2004-07-19,0.5
Lime Lake,Chlorophyll-a,2004-08-16,0.6
Lime Lake,Chlorophyll-a,2004-09-07,0.9
Lime Lake,Chlorophyll-a,2004-09-21,1.0
Lime Lake,Chlorophyll-a,2004-10-20,0.6
Lime Lake,Chlorophyll-a,2005-04-21,1.17
Lime Lake,Chlorophyll-a,2005-05-18,0.64
Lime Lake,Chlorophyll-a,2005-06-07,0.85
Lime Lake,Chlorophyll-a,2005-06-13,0.85
Lime Lake,Chlorophyll-a,2005-06-21,3.26
Lime Lake,Chlorophyll-a,2005-07-06,0.92
Lime Lake,Chlorophyll-a,2005-07-14,1.06
Lime Lake,Chlorophyll-a,2005-07-21,1.31
Lime Lake,Chlorophyll-a,2005-07-29,1.64
Lime Lake,Chlorophyll-a,2005-08-09,1.36
Lime Lake,Chlorophyll-a,2005-08-16,1.3
Lime Lake,Chlorophyll-a,2005-08-23,1.94
Lime Lake,Chlorophyll-a,2005-08-31,1.64
Lime Lake,Chlorophyll-a,2005-09-08,1.24
Lime Lake,Chlorophyll-a,2005-09-27,1.1
Lime Lake,Chlorophyll-a,2006-06-28,1.52
Lime Lake,Chlorophyll-a,2006-07-13,0.92
Lime Lake,Chlorophyll-a,2006-07-25,1.72
Lime Lake,Chlorophyll-a,2006-08-10,2.45
Lime Lake,Chlorophyll-a,2006-09-05,1.82
Lime Lake,Chlorophyll-a,2006-10-10,1.07
Lime Lake,Chlorophyll-a,2007-05-31,0.44
Lime Lake,Chlorophyll-a,2007-07-26,0.93
Lime Lake,Chlorophyll-a,2007-08-21,0.84
Lime Lake,Chlorophyll-a,2007-10-08,1.01
Lime Lake,Chlorophyll-a,2008-05-29,0.59
Lime Lake,Chlorophyll-a,2008-07-09,0.87
Lime Lake,Chlorophyll-a,2008-07-30,0.98
Lime Lake,Chlorophyll-a,2008-09-02,0.88
Lime Lake,Chlorophyll-a,2009-06-24,0.61
Lime Lake,Chlorophyll-a,2009-07-20,0.83
Lime Lake,Chlorophyll-a,2009-09-08,0.82
Lime Lake,Chlorophyll-a,2010-05-26,1.12
Lime Lake,Chlorophyll-a,2010-06-21,0.67
Lime Lake,Chlorophyll-a,2010-08-12,0.76
Lime Lake,Chlorophyll-a,2016-04-20,0.76
Lime Lake,Chlorophyll-a,2016-06-14,1.01
Lime Lake,Chlorophyll-a,2016-07-13,0.77
Lime Lake,Chlorophyll-a,2016-09-13,1.9
Lime Lake,Chlorophyll-a,2016-10-18,2.57
Lime Lake,Chlorophyll-a,2019-04-21,1.16
Lime Lake,Chlorophyll-a,2019-06-16,0.91
Lime Lake,Chlorophyll-a,2019-08-21,0.8
Lime Lake,Chlorophyll-a,2019-09-17,1.44
Lime Lake,Chlorophyll-a,2019-10-18,0.4
Lime Lake,Chlorophyll-a,2020-05-12,0.84
Lime Lake,Chlorophyll-a,2020-08-17,0.83
Lime Lake,Chlorophyll-a,2020-09-21,2.36
Lime Lake,Chlorophyll-a,2020-11-05,2.35
Lime Lake,Chlorophyll-a,2021-05-13,0.83
Lime Lake,Chlorophyll-a,2021-09-22,1.2
Lime Lake,Chlorophyll-a,2022-05-23,1.42
Lime Lake,Chlorophyll-a,2022-06-23,1.2
Lime Lake,Chlorophyll-a,2022-08-04,2.2
Lime Lake,Chlorophyll-a,2022-09-29,1.54
Lime Lake,Chlorophyll-a,2022-10-31,1.99
Lime Lake,Chlorophyll-a,2023-05-11,1.42
Lime Lake,Chlorophyll-a,2023-06-07,1.27
Lime Lake,Chlorophyll-a,2023-07-13,2.08
Lime Lake,Chlorophyll-a,2023-08-08,1.64
Lime Lake,Chlorophyll-a,2023-09-13,1.49
Lime Lake,Chlorophyll-a,2023-10-05,1.79
Lime Lake,Chlorophyll-a,2024-05-07,0.85
Lime Lake,Chlorophyll-a,2024-06-14,0.9
Lime Lake,Chlorophyll-a,2024-08-01,1.13
Lime Lake,Chlorophyll-a,2024-09-10,1.56
Lime Lake,Chlorophyll-a,2024-10-03,1.42
Lime Lake,Chlorophyll-a,2025-05-09,1.16
Lime Lake,Chlorophyll-a,2025-06-05,0.67
Lime Lake,Chlorophyll-a,2025-07-02,0.88
Lime Lake,Chlorophyll-a,2025-08-07,1.38
Lime Lake,Chlorophyll-a,2025-09-10,3.05
Lime Lake,Chlorophyll-a,2025-10-02,3.08
Lime Lake,Nitrate,1991-08-20,40.0
Lime Lake,Nitrate,1991-09-11,10.0
Lime Lake,Nitrate,1991-09-24,230.0
Lime Lake,Nitrate,1992-02-28,150.0
Lime Lake,Nitrate,1992-05-06,260.0
Lime Lake,Nitrate,1992-06-24,195.0
Lime Lake,Nitrate,1992-07-24,100.0
Lime Lake,Nitrate,1992-08-06,265.0
Lime Lake,Nitrate,1992-08-25,210.0
Lime Lake,Nitrate,1992-09-23,110.0
Lime Lake,Nitrate,1992-10-21,150.0
Lime Lake,Nitrate,1993-01-26,310.0
Lime Lake,Nitrate,1993-03-25,390.0
Lime Lake,Nitrate,1993-04-27,380.0
Lime Lake,Nitrate,1993-06-10,300.0
Lime Lake,Nitrate,1993-07-21,390.0
Lime Lake,Nitrate,1993-08-25,400.0
Lime Lake,Nitrate,1993-09-15,90.0
Lime Lake,Nitrate,1993-11-09,430.0
Lime Lake,Nitrate,1994-03-01,890.0
Lime Lake,Nitrate,1994-04-29,350.0
Lime Lake,Nitrate,1994-06-20,280.0
Lime Lake,Nitrate,1994-07-19,180.0
Lime Lake,Nitrate,1994-08-17,140.0
Lime Lake,Nitrate,1994-09-29,320.0
Lime Lake,Nitrate,1994-11-07,153.0
Lime Lake,Nitrate,1995-04-20,360.0
Lime Lake,Nitrate,1995-05-24,240.0
Lime Lake,Nitrate,1995-06-09,230.0
Lime Lake,Nitrate,1995-06-19,190.0
Lime Lake,Nitrate,1995-07-10,100.0
Lime Lake,Nitrate,1995-07-25,130.0
Lime Lake,Nitrate,1995-08-11,110.0
Lime Lake,Nitrate,1995-08-29,110.0
Lime Lake,Nitrate,1995-09-08,103.0
Lime Lake,Nitrate,1995-09-28,130.0
Lime Lake,Nitrate,1996-03-19,270.0
Lime Lake,Nitrate,1996-05-28,230.0
Lime Lake,Nitrate,1996-07-16,200.0
Lime Lake,Nitrate,1996-08-16,180.0
Lime Lake,Nitrate,1996-09-19,150.0
Lime Lake,Nitrate,1996-11-21,160.0
Lime Lake,Nitrate,1997-04-24,300.0
Lime Lake,Nitrate,1997-07-23,260.0
Lime Lake,Nitrate,1997-08-12,265.0
Lime Lake,Nitrate,1997-09-04,163.0
Lime Lake,Nitrate,1998-08-17,110.0
Lime Lake,Nitrate,1998-11-09,160.0
Lime Lake,Nitrate,1999-04-12,300.0
Lime Lake,Nitrate,1999-06-17,210.0
Lime Lake,Nitrate,1999-09-13,80.0
Lime Lake,Nitrate,2000-04-26,300.0
Lime Lake,Nitrate,2000-06-21,190.0
Lime Lake,Nitrate,2000-08-14,170.0
Lime Lake,Nitrate,2000-09-06,150.0
Lime Lake,Nitrate,2000-10-31,180.0
Lime Lake,Nitrate,2001-06-04,320.0
Lime Lake,Nitrate,2001-07-09,200.0
Lime Lake,Nitrate,2001-08-08,100.0
Lime Lake,Nitrate,2001-08-28,120.0
Lime Lake,Nitrate,2001-09-27,110.0
Lime Lake,Nitrate,2001-11-01,170.0
Lime Lake,Nitrate,2002-04-22,360.0
Lime Lake,Nitrate,2002-05-21,380.0
Lime Lake,Nitrate,2002-06-18,360.0
Lime Lake,Nitrate,2002-07-16,180.0
Lime Lake,Nitrate,2002-08-13,120.0
Lime Lake,Nitrate,2002-09-17,170.0
Lime Lake,Nitrate,2002-10-15,180.0
Lime Lake,Nitrate,2003-04-23,330.0
Lime Lake,Nitrate,2003-05-13,360.0
Lime Lake,Nitrate,2003-06-11,470.0
Lime Lake,Nitrate,2003-07-23,380.0
Lime Lake,Nitrate,2003-08-26,160.0
Lime Lake,Nitrate,2003-10-07,310.0
Lime Lake,Nitrate,2004-05-11,420.0
Lime Lake,Nitrate,2004-06-22,285.0
Lime Lake,Nitrate,2004-07-19,228.0
Lime Lake,Nitrate,2004-08-16,152.0
Lime Lake,Nitrate,2004-09-07,166.0
Lime Lake,Nitrate,2004-09-21,175.0
Lime Lake,Nitrate,2004-10-20,201.0
Lime Lake,Nitrate,2005-04-21,432.0
Lime Lake,Nitrate,2005-05-18,342.0
Lime Lake,Nitrate,2005-06-07,335.1
Lime Lake,Nitrate,2005-06-13,302.9
Lime Lake,Nitrate,2005-06-21,87.4
Lime Lake,Nitrate,2005-07-06,231.4
Lime Lake,Nitrate,2005-07-14,216.0
Lime Lake,Nitrate,2005-07-21,187.0
Lime Lake,Nitrate,2005-07-29,164.1
Lime Lake,Nitrate,2005-08-09,154.6
Lime Lake,Nitrate,2005-08-16,139.0
Lime Lake,Nitrate,2005-08-23,144.9
Lime Lake,Nitrate,2005-08-31,137.0
Lime Lake,Nitrate,2005-09-08,136.0
Lime Lake,Nitrate,2005-09-27,145.0
Lime Lake,Nitrate,2006-04-28,25.0
Lime Lake,Nitrate,2006-06-28,219.0
Lime Lake,Nitrate,2006-07-13,183.4
Lime Lake,Nitrate,2006-07-25,161.5
Lime Lake,Nitrate,2006-08-10,128.1
Lime Lake,Nitrate,2006-09-05,109.2
Lime Lake,Nitrate,2006-10-10,89.7
Lime Lake,Nitrate,2007-07-26,137.8
Lime Lake,Nitrate,2007-08-21,88.4
Lime Lake,Nitrate,2007-10-08,86.3
Lime Lake,Nitrate,2008-05-29,289.0
Lime Lake,Nitrate,2008-07-09,167.0
Lime Lake,Nitrate,2008-07-30,136.7
Lime Lake,Nitrate,2008-09-02,94.1
Lime Lake,Nitrate,2009-06-24,218.0
Lime Lake,Nitrate,2009-07-20,185.0
Lime Lake,Nitrate,2009-09-08,66.5
Lime Lake,Nitrate,2010-05-26,219.0
Lime Lake,Nitrate,2010-06-21,136.8
Lime Lake,Nitrate,2010-08-12,23.0
Lime Lake,Nitrate,2011-06-15,244.0
Lime Lake,Nitrate,2011-07-08,165.0
Lime Lake,Nitrate,2011-08-09,50.4
Lime Lake,Nitrate,2011-09-07,34.8
Lime Lake,Nitrate,2011-10-14,74.2
Lime Lake,Nitrate,2012-05-15,486.0
Lime Lake,Nitrate,2012-07-25,90.9
Lime Lake,Nitrate,2012-09-16,64.6
Lime Lake,Nitrate,2014-07-07,96.2
Lime Lake,Nitrate,2014-08-11,78.6
Lime Lake,Nitrate,2014-09-03,26.7
Lime Lake,Nitrate,2014-11-05,78.5
Lime Lake,Nitrate,2015-07-06,131.5
Lime Lake,Nitrate,2015-08-14,37.0
Lime Lake,Nitrate,2015-09-18,47.9
Lime Lake,Nitrate,2015-10-21,57.6
Lime Lake,Nitrate,2016-04-20,311.0
Lime Lake,Nitrate,2016-06-14,248.0
Lime Lake,Nitrate,2016-07-13,59.5
Lime Lake,Nitrate,2016-09-12,28.1
Lime Lake,Nitrate,2016-10-14,35.0
Lime Lake,Nitrate,2017-05-03,306.0
Lime Lake,Nitrate,2017-06-14,144.4
Lime Lake,Nitrate,2017-07-12,73.4
Lime Lake,Nitrate,2017-08-08,32.0
Lime Lake,Nitrate,2017-09-12,27.0
Lime Lake,Nitrate,2017-11-06,53.3
Lime Lake,Nitrate,2018-05-15,290.0
Lime Lake,Nitrate,2018-06-19,165.0
Lime Lake,Nitrate,2018-07-18,49.0
Lime Lake,Nitrate,2018-08-18,17.7
Lime Lake,Nitrate,2018-09-23,33.2
Lime Lake,Nitrate,2018-10-30,88.8
Lime Lake,Nitrate,2019-04-21,384.0
Lime Lake,Nitrate,2019-06-16,350.0
Lime Lake,Nitrate,2019-08-21,67.0
Lime Lake,Nitrate,2019-09-17,79.3
Lime Lake,Nitrate,2019-10-18,91.3
Lime Lake,Nitrate,2020-05-12,441.0
Lime Lake,Nitrate,2020-08-17,70.0
Lime Lake,Nitrate,2020-09-21,92.4
Lime Lake,Nitrate,2020-11-05,143.9
Lime Lake,Nitrate,2021-05-13,364.0
Lime Lake,Nitrate,2021-09-22,73.4
Lime Lake,Nitrate,2022-05-23,250.0
Lime Lake,Nitrate,2022-06-23,228.0
Lime Lake,Nitrate,2022-08-04,184.0
Lime Lake,Nitrate,2022-09-29,64.8
Lime Lake,Nitrate,2022-10-31,100.9
Lime Lake,Nitrate,2023-05-11,338.0
Lime Lake,Nitrate,2023-06-07,260.0
Lime Lake,Nitrate,2023-07-13,127.0
Lime Lake,Nitrate,2023-08-08,72.6
Lime Lake,Nitrate,2023-09-13,86.5
Lime Lake,Nitrate,2023-10-05,132.1
Lime Lake,Nitrate,2024-05-07,424.0
Lime Lake,Nitrate,2024-06-14,154.6
Lime Lake,Nitrate,2024-08-01,49.5
Lime Lake,Nitrate,2024-08-01,162.0
Lime Lake,Nitrate,2024-09-10,59.8
Lime Lake,Nitrate,2024-10-03,63.2
Lime Lake,Nitrate,2025-05-09,244.0
Lime Lake,Nitrate,2025-06-05,218.0
Lime Lake,Nitrate,2025-07-02,89.8
Lime Lake,Nitrate,2025-08-07,37.8
Lime Lake,Nitrate,2025-09-10,50.3
Lime Lake,Nitrate,2025-09-10,100.0
Lime Lake,Nitrate,2025-10-02,123.0
Lime Lake,Secchi Depth,1990-11-08,10
Lime Lake,Secchi Depth,1991-04-26,14
Lime Lake,Secchi Depth,1991-05-15,10.5
Lime Lake,Secchi Depth,1991-06-07,4.5
Lime Lake,Secchi Depth,1991-06-25,6.5
Lime Lake,Secchi Depth,1991-07-16,7
Lime Lake,Secchi Depth,1991-08-02,9.5
Lime Lake,Secchi Depth,1991-08-20,9.5
Lime Lake,Secchi Depth,1991-09-11,10
Lime Lake,Secchi Depth,1991-09-24,10.5
Lime Lake,Secchi Depth,1991-11-08,9
Lime Lake,Secchi Depth,1992-05-06,13.5
Lime Lake,Secchi Depth,1992-06-24,5
Lime Lake,Secchi Depth,1992-07-24,6.5
Lime Lake,Secchi Depth,1992-08-06,8.5
Lime Lake,Secchi Depth,1992-08-25,8.5
Lime Lake,Secchi Depth,1992-09-23,13
Lime Lake,Secchi Depth,1992-10-21,12.5
Lime Lake,Secchi Depth,1993-04-27,11.5
Lime Lake,Secchi Depth,1993-06-10,8.5
Lime Lake,Secchi Depth,1993-07-21,15.5
Lime Lake,Secchi Depth,1993-08-25,14
Lime Lake,Secchi Depth,1993-09-15,12
Lime Lake,Secchi Depth,1993-11-09,11
Lime Lake,Secchi Depth,1994-04-29,12
Lime Lake,Secchi Depth,1994-06-20,7
Lime Lake,Secchi Depth,1994-07-19,7
Lime Lake,Secchi Depth,1994-08-17,9.5
Lime Lake,Secchi Depth,1994-09-29,11.5
Lime Lake,Secchi Depth,1994-11-07,13.5
