Site,Parameter,SampleDate,Value
Platte Lake (Big Platte),Secchi Depth,1995-05-23,8
Platte Lake (Big Platte),Secchi Depth,1995-05-24,9
Platte Lake (Big Platte),Secchi Depth,1995-05-31,7
Platte Lake (Big Platte),Secchi Depth,1995-06-06,4.5
Platte Lake (Big Platte),Secchi Depth,1995-06-07,5
Platte Lake (Big Platte),Secchi Depth,1995-06-14,3
Platte Lake (Big Platte),Secchi Depth,1995-06-20,2
Platte Lake (Big Platte),Secchi Depth,1995-06-21,2.5
Platte Lake (Big Platte),Secchi Depth,1995-06-28,4.5
Platte Lake (Big Platte),Secchi Depth,1995-07-03,3.5
Platte Lake (Big Platte),Secchi Depth,1995-07-05,7.5
Platte Lake (Big Platte),Secchi Depth,1995-07-12,9
Platte Lake (Big Platte),Secchi Depth,1995-07-18,6
Platte Lake (Big Platte),Secchi Depth,1995-07-19,9
Platte Lake (Big Platte),Secchi Depth,1995-07-26,9
Platte Lake (Big Platte),Secchi Depth,1995-08-01,8
Platte Lake (Big Platte),Secchi Depth,1995-08-02,14
Platte Lake (Big Platte),Secchi Depth,1995-08-09,14
Platte Lake (Big Platte),Secchi Depth,1995-08-15,10.5
Platte Lake (Big Platte),Secchi Depth,1995-08-16,15
Platte Lake (Big Platte),Secchi Depth,1995-08-23,15.5
Platte Lake (Big Platte),Secchi Depth,1995-08-29,12
Platte Lake (Big Platte),Secchi Depth,1995-08-30,15
Platte Lake (Big Platte),Secchi Depth,1995-09-06,13
Platte Lake (Big Platte),Secchi Depth,1995-09-12,10
Platte Lake (Big Platte),Secchi Depth,1995-09-13,13
Platte Lake (Big Platte),Secchi Depth,1995-09-20,14
Platte Lake (Big Platte),Secchi Depth,1995-09-26,10
Platte Lake (Big Platte),Secchi Depth,1995-10-10,11
Platte Lake (Big Platte),Secchi Depth,1995-10-24,9.5
Platte Lake (Big Platte),Secchi Depth,1995-11-07,9.5
Platte Lake (Big Platte),Secchi Depth,1995-11-21,10
Platte Lake (Big Platte),Secchi Depth,1995-12-05,10
Platte Lake (Big Platte),Secchi Depth,1995-12-22,12
Platte Lake (Big Platte),Secchi Depth,1996-01-02,11
Platte Lake (Big Platte),Secchi Depth,1996-01-16,14
Platte Lake (Big Platte),Secchi Depth,1996-01-31,10.5
Platte Lake (Big Platte),Secchi Depth,1996-02-13,15
Platte Lake (Big Platte),Secchi Depth,1996-02-27,20.5
Platte Lake (Big Platte),Secchi Depth,1996-03-12,18.5
Platte Lake (Big Platte),Secchi Depth,1996-03-19,18
Platte Lake (Big Platte),Secchi Depth,1996-04-16,16
Platte Lake (Big Platte),Secchi Depth,1996-04-23,13.5
Platte Lake (Big Platte),Secchi Depth,1996-04-30,12
Platte Lake (Big Platte),Secchi Depth,1996-05-07,12.5
Platte Lake (Big Platte),Secchi Depth,1996-05-10,15
Platte Lake (Big Platte),Secchi Depth,1996-05-14,12
Platte Lake (Big Platte),Secchi Depth,1996-05-17,11
Platte Lake (Big Platte),Secchi Depth,1996-05-21,12
Platte Lake (Big Platte),Secchi Depth,1996-05-24,13.5
Platte Lake (Big Platte),Secchi Depth,1996-05-28,10
Platte Lake (Big Platte),Secchi Depth,1996-05-31,10
Platte Lake (Big Platte),Secchi Depth,1996-06-04,6
Platte Lake (Big Platte),Secchi Depth,1996-06-07,7
Platte Lake (Big Platte),Secchi Depth,1996-06-11,9
Platte Lake (Big Platte),Secchi Depth,1996-06-14,12
Platte Lake (Big Platte),Secchi Depth,1996-06-18,8
Platte Lake (Big Platte),Secchi Depth,1996-06-21,11
Platte Lake (Big Platte),Secchi Depth,1996-06-25,11
Platte Lake (Big Platte),Secchi Depth,1996-06-28,11
Platte Lake (Big Platte),Secchi Depth,1996-07-02,7
Platte Lake (Big Platte),Secchi Depth,1996-07-05,10.5
Platte Lake (Big Platte),Secchi Depth,1996-07-09,7
Platte Lake (Big Platte),Secchi Depth,1996-07-12,11
Platte Lake (Big Platte),Secchi Depth,1996-07-16,9
Platte Lake (Big Platte),Secchi Depth,1996-07-19,14
Platte Lake (Big Platte),Secchi Depth,1996-07-23,11
Platte Lake (Big Platte),Secchi Depth,1996-07-26,12
Platte Lake (Big Platte),Secchi Depth,1996-07-30,13
Platte Lake (Big Platte),Secchi Depth,1996-08-02,17
Platte Lake (Big Platte),Secchi Depth,1996-08-06,9
Platte Lake (Big Platte),Secchi Depth,1996-08-09,15.5
Platte Lake (Big Platte),Secchi Depth,1996-08-16,16
Platte Lake (Big Platte),Secchi Depth,1996-08-20,11
Platte Lake (Big Platte),Secchi Depth,1996-08-23,16.5
Platte Lake (Big Platte),Secchi Depth,1996-08-30,13
Platte Lake (Big Platte),Secchi Depth,1996-09-03,9
Platte Lake (Big Platte),Secchi Depth,1996-09-06,12
Platte Lake (Big Platte),Secchi Depth,1996-09-13,12
Platte Lake (Big Platte),Secchi Depth,1996-09-17,8
Platte Lake (Big Platte),Secchi Depth,1996-09-20,12
Platte Lake (Big Platte),Secchi Depth,1996-10-01,10.5
Platte Lake (Big Platte),Secchi Depth,1996-10-15,9
Platte Lake (Big Platte),Secchi Depth,1996-10-29,8
Platte Lake (Big Platte),Secchi Depth,1996-11-12,8
Platte Lake (Big Platte),Secchi Depth,1996-11-26,10
Platte Lake (Big Platte),Secchi Depth,1996-12-10,10
Platte Lake (Big Platte),Secchi Depth,1997-01-14,6
Platte Lake (Big Platte),Secchi Depth,1997-01-28,9
Platte Lake (Big Platte),Secchi Depth,1997-02-11,8
Platte Lake (Big Platte),Secchi Depth,1997-02-25,10
Platte Lake (Big Platte),Secchi Depth,1997-03-11,13
Platte Lake (Big Platte),Secchi Depth,1997-03-25,16
Platte Lake (Big Platte),Secchi Depth,1997-04-08,9
Platte Lake (Big Platte),Secchi Depth,1997-04-15,10
Platte Lake (Big Platte),Secchi Depth,1997-04-22,13
Platte Lake (Big Platte),Secchi Depth,1997-05-02,13
Platte Lake (Big Platte),Secchi Depth,1997-05-07,12
Platte Lake (Big Platte),Secchi Depth,1997-05-13,10
Platte Lake (Big Platte),Secchi Depth,1997-05-17,13
Platte Lake (Big Platte),Secchi Depth,1997-05-20,11
Platte Lake (Big Platte),Secchi Depth,1997-05-24,11
Platte Lake (Big Platte),Secchi Depth,1997-05-27,10
Platte Lake (Big Platte),Secchi Depth,1997-05-31,10
Platte Lake (Big Platte),Secchi Depth,1997-06-03,8
Platte Lake (Big Platte),Secchi Depth,1997-06-07,9
Platte Lake (Big Platte),Secchi Depth,1997-06-10,7
Platte Lake (Big Platte),Secchi Depth,1997-06-14,8.5
Platte Lake (Big Platte),Secchi Depth,1997-06-17,7
Platte Lake (Big Platte),Secchi Depth,1997-06-21,7.5
Platte Lake (Big Platte),Secchi Depth,1997-06-24,5
Platte Lake (Big Platte),Secchi Depth,1997-06-28,7
Platte Lake (Big Platte),Secchi Depth,1997-07-01,5
Platte Lake (Big Platte),Secchi Depth,1997-07-05,9.5
Platte Lake (Big Platte),Secchi Depth,1997-07-09,7
Platte Lake (Big Platte),Secchi Depth,1997-07-12,8
Platte Lake (Big Platte),Secchi Depth,1997-07-15,5
Platte Lake (Big Platte),Secchi Depth,1997-07-19,7
Platte Lake (Big Platte),Secchi Depth,1997-07-22,7
Platte Lake (Big Platte),Secchi Depth,1997-07-26,11
Platte Lake (Big Platte),Secchi Depth,1997-08-02,12
Platte Lake (Big Platte),Secchi Depth,1997-08-05,10
Platte Lake (Big Platte),Secchi Depth,1997-08-09,11
Platte Lake (Big Platte),Secchi Depth,1997-08-16,11
Platte Lake (Big Platte),Secchi Depth,1997-08-19,10
Platte Lake (Big Platte),Secchi Depth,1997-08-23,10
Platte Lake (Big Platte),Secchi Depth,1997-08-30,10.5
Platte Lake (Big Platte),Secchi Depth,1997-09-02,9
Platte Lake (Big Platte),Secchi Depth,1997-09-06,11
Platte Lake (Big Platte),Secchi Depth,1997-09-13,12
Platte Lake (Big Platte),Secchi Depth,1997-09-16,11
Platte Lake (Big Platte),Secchi Depth,1997-09-20,14
Platte Lake (Big Platte),Secchi Depth,1997-09-30,9
Platte Lake (Big Platte),Secchi Depth,1997-10-14,8
Platte Lake (Big Platte),Secchi Depth,1997-10-28,10
Platte Lake (Big Platte),Secchi Depth,1997-11-11,9
Platte Lake (Big Platte),Secchi Depth,1997-11-25,9
Platte Lake (Big Platte),Secchi Depth,1997-12-09,9
Platte Lake (Big Platte),Secchi Depth,1997-12-23,11
Platte Lake (Big Platte),Secchi Depth,1998-01-06,11
Platte Lake (Big Platte),Secchi Depth,1998-02-10,16
Platte Lake (Big Platte),Secchi Depth,1998-03-03,14
Platte Lake (Big Platte),Secchi Depth,1998-03-24,13
Platte Lake (Big Platte),Secchi Depth,1998-04-07,10
Platte Lake (Big Platte),Secchi Depth,1998-04-21,12
Platte Lake (Big Platte),Secchi Depth,1998-05-05,8
Platte Lake (Big Platte),Secchi Depth,1998-05-10,9
Platte Lake (Big Platte),Secchi Depth,1998-05-17,5.5
Platte Lake (Big Platte),Secchi Depth,1998-05-19,4
Platte Lake (Big Platte),Secchi Depth,1998-05-24,4
Platte Lake (Big Platte),Secchi Depth,1998-05-26,4
Platte Lake (Big Platte),Secchi Depth,1998-05-31,3
Platte Lake (Big Platte),Secchi Depth,1998-06-02,3
Platte Lake (Big Platte),Secchi Depth,1998-06-07,4
Platte Lake (Big Platte),Secchi Depth,1998-06-09,3.5
Platte Lake (Big Platte),Secchi Depth,1998-06-14,7
Platte Lake (Big Platte),Secchi Depth,1998-06-16,7
Platte Lake (Big Platte),Secchi Depth,1998-06-21,8
Platte Lake (Big Platte),Secchi Depth,1998-06-23,8
Platte Lake (Big Platte),Secchi Depth,1998-06-28,12
Platte Lake (Big Platte),Secchi Depth,1998-06-30,12
Platte Lake (Big Platte),Secchi Depth,1998-07-05,13.5
Platte Lake (Big Platte),Secchi Depth,1998-07-07,12
Platte Lake (Big Platte),Secchi Depth,1998-07-12,12
Platte Lake (Big Platte),Secchi Depth,1998-07-19,10
Platte Lake (Big Platte),Secchi Depth,1998-07-21,5
Platte Lake (Big Platte),Secchi Depth,1998-07-26,10
Platte Lake (Big Platte),Secchi Depth,1998-08-02,12
Platte Lake (Big Platte),Secchi Depth,1998-08-09,12
Platte Lake (Big Platte),Secchi Depth,1998-08-11,11
Platte Lake (Big Platte),Secchi Depth,1998-08-16,16
Platte Lake (Big Platte),Secchi Depth,1998-08-23,16
Platte Lake (Big Platte),Secchi Depth,1998-08-25,12
Platte Lake (Big Platte),Secchi Depth,1998-08-30,12
Platte Lake (Big Platte),Secchi Depth,1998-09-06,12
Platte Lake (Big Platte),Secchi Depth,1998-09-08,8.5
Platte Lake (Big Platte),Secchi Depth,1998-09-13,15
Platte Lake (Big Platte),Secchi Depth,1998-09-20,14
Platte Lake (Big Platte),Secchi Depth,1998-09-22,10
Platte Lake (Big Platte),Secchi Depth,1998-09-27,13
Platte Lake (Big Platte),Secchi Depth,1998-10-07,11
Platte Lake (Big Platte),Secchi Depth,1998-10-20,11
Platte Lake (Big Platte),Secchi Depth,1998-11-03,13
Platte Lake (Big Platte),Secchi Depth,1998-11-17,10
Platte Lake (Big Platte),Secchi Depth,1998-12-15,12.5
Platte Lake (Big Platte),Secchi Depth,1999-01-26,14
Platte Lake (Big Platte),Secchi Depth,1999-02-09,16
Platte Lake (Big Platte),Secchi Depth,1999-02-23,14
Platte Lake (Big Platte),Secchi Depth,1999-03-09,15
Platte Lake (Big Platte),Secchi Depth,1999-04-06,11
Platte Lake (Big Platte),Secchi Depth,1999-04-20,12.5
Platte Lake (Big Platte),Secchi Depth,1999-05-04,9
Platte Lake (Big Platte),Secchi Depth,1999-05-09,11
Platte Lake (Big Platte),Secchi Depth,1999-05-16,10.5
Platte Lake (Big Platte),Secchi Depth,1999-05-18,7.5
Platte Lake (Big Platte),Secchi Depth,1999-05-23,8.5
Platte Lake (Big Platte),Secchi Depth,1999-05-30,10
Platte Lake (Big Platte),Secchi Depth,1999-06-01,7
Platte Lake (Big Platte),Secchi Depth,1999-06-06,9.5
Platte Lake (Big Platte),Secchi Depth,1999-06-13,8
Platte Lake (Big Platte),Secchi Depth,1999-06-20,9.5
Platte Lake (Big Platte),Secchi Depth,1999-06-27,13
Platte Lake (Big Platte),Secchi Depth,1999-06-29,9
Platte Lake (Big Platte),Secchi Depth,1999-07-04,14.5
Platte Lake (Big Platte),Secchi Depth,1999-07-11,19
Platte Lake (Big Platte),Secchi Depth,1999-07-13,19
Platte Lake (Big Platte),Secchi Depth,1999-07-18,21
Platte Lake (Big Platte),Secchi Depth,1999-07-25,14
Platte Lake (Big Platte),Secchi Depth,1999-07-27,9.5
Platte Lake (Big Platte),Secchi Depth,1999-08-01,12
Platte Lake (Big Platte),Secchi Depth,1999-08-08,14.5
Platte Lake (Big Platte),Secchi Depth,1999-08-10,9.5
Platte Lake (Big Platte),Secchi Depth,1999-08-15,15.5
Platte Lake (Big Platte),Secchi Depth,1999-08-24,14.5
Platte Lake (Big Platte),Secchi Depth,1999-08-29,10
Platte Lake (Big Platte),Secchi Depth,1999-09-05,8
Platte Lake (Big Platte),Secchi Depth,1999-09-07,6.5
Platte Lake (Big Platte),Secchi Depth,1999-09-12,12
Platte Lake (Big Platte),Secchi Depth,1999-09-19,14
Platte Lake (Big Platte),Secchi Depth,1999-09-21,10
Platte Lake (Big Platte),Secchi Depth,1999-09-26,14
Platte Lake (Big Platte),Secchi Depth,1999-10-05,8
Platte Lake (Big Platte),Secchi Depth,1999-11-02,11
Platte Lake (Big Platte),Secchi Depth,1999-11-16,9.5
Platte Lake (Big Platte),Secchi Depth,1999-11-30,11.5
Platte Lake (Big Platte),Secchi Depth,1999-12-14,12
Platte Lake (Big Platte),Secchi Depth,2000-01-18,10
Platte Lake (Big Platte),Secchi Depth,2000-02-01,10
Platte Lake (Big Platte),Secchi Depth,2000-02-15,11
Platte Lake (Big Platte),Secchi Depth,2000-03-06,21
Platte Lake (Big Platte),Secchi Depth,2000-03-21,19.5
Platte Lake (Big Platte),Secchi Depth,2000-04-04,14
Platte Lake (Big Platte),Secchi Depth,2000-04-18,15
Platte Lake (Big Platte),Secchi Depth,2000-05-02,16.5
Platte Lake (Big Platte),Secchi Depth,2000-05-07,16
Platte Lake (Big Platte),Secchi Depth,2000-05-14,14
Platte Lake (Big Platte),Secchi Depth,2000-05-16,9
Platte Lake (Big Platte),Secchi Depth,2000-05-21,13
Platte Lake (Big Platte),Secchi Depth,2000-05-28,11
Platte Lake (Big Platte),Secchi Depth,2000-06-04,10
Platte Lake (Big Platte),Secchi Depth,2000-06-06,8
Platte Lake (Big Platte),Secchi Depth,2000-06-11,7
Platte Lake (Big Platte),Secchi Depth,2000-06-18,8
Platte Lake (Big Platte),Secchi Depth,2000-06-20,5
Platte Lake (Big Platte),Secchi Depth,2000-06-25,7
Platte Lake (Big Platte),Secchi Depth,2000-07-02,6
Platte Lake (Big Platte),Secchi Depth,2000-07-05,3
Platte Lake (Big Platte),Secchi Depth,2000-07-09,5.5
Platte Lake (Big Platte),Secchi Depth,2000-07-16,7
Platte Lake (Big Platte),Secchi Depth,2000-07-18,4.5
Platte Lake (Big Platte),Secchi Depth,2000-07-23,10
Platte Lake (Big Platte),Secchi Depth,2000-07-30,9
Platte Lake (Big Platte),Secchi Depth,2000-08-01,6
Platte Lake (Big Platte),Secchi Depth,2000-08-06,11
Platte Lake (Big Platte),Secchi Depth,2000-08-13,13
Platte Lake (Big Platte),Secchi Depth,2000-08-15,7
Platte Lake (Big Platte),Secchi Depth,2000-08-20,12
Platte Lake (Big Platte),Secchi Depth,2000-08-27,13
Platte Lake (Big Platte),Secchi Depth,2000-08-29,8.5
Platte Lake (Big Platte),Secchi Depth,2000-09-03,12
Platte Lake (Big Platte),Secchi Depth,2000-09-10,12
Platte Lake (Big Platte),Secchi Depth,2000-09-12,8.5
Platte Lake (Big Platte),Secchi Depth,2000-09-17,15
Platte Lake (Big Platte),Secchi Depth,2000-09-24,14
Platte Lake (Big Platte),Secchi Depth,2000-09-26,12
Platte Lake (Big Platte),Secchi Depth,2000-10-10,9
Platte Lake (Big Platte),Secchi Depth,2000-10-24,9
Platte Lake (Big Platte),Secchi Depth,2000-11-08,7.5
Platte Lake (Big Platte),Secchi Depth,2000-11-28,12
Platte Lake (Big Platte),Secchi Depth,2001-01-03,9.5
Platte Lake (Big Platte),Secchi Depth,2001-01-16,13
Platte Lake (Big Platte),Secchi Depth,2001-01-30,17
Platte Lake (Big Platte),Secchi Depth,2001-02-13,16
Platte Lake (Big Platte),Secchi Depth,2001-02-27,14.5
Platte Lake (Big Platte),Secchi Depth,2001-03-13,12
Platte Lake (Big Platte),Secchi Depth,2001-03-27,13
Platte Lake (Big Platte),Secchi Depth,2001-04-24,10
Platte Lake (Big Platte),Secchi Depth,2001-05-06,13.5
Platte Lake (Big Platte),Secchi Depth,2001-05-08,10
Platte Lake (Big Platte),Secchi Depth,2001-05-13,14
Platte Lake (Big Platte),Secchi Depth,2001-05-20,13
Platte Lake (Big Platte),Secchi Depth,2001-05-22,11
Platte Lake (Big Platte),Secchi Depth,2001-05-27,12.5
Platte Lake (Big Platte),Secchi Depth,2001-06-03,14
Platte Lake (Big Platte),Secchi Depth,2001-06-05,12.5
Platte Lake (Big Platte),Secchi Depth,2001-06-10,14.5
Platte Lake (Big Platte),Secchi Depth,2001-06-17,12.5
Platte Lake (Big Platte),Secchi Depth,2001-06-19,10.5
Platte Lake (Big Platte),Secchi Depth,2001-06-24,12
Platte Lake (Big Platte),Secchi Depth,2001-07-01,7
Platte Lake (Big Platte),Secchi Depth,2001-07-03,4
Platte Lake (Big Platte),Secchi Depth,2001-07-08,6
Platte Lake (Big Platte),Secchi Depth,2001-07-15,4.5
Platte Lake (Big Platte),Secchi Depth,2001-07-17,4
Platte Lake (Big Platte),Secchi Depth,2001-07-22,4
Platte Lake (Big Platte),Secchi Depth,2001-07-29,6.5
Platte Lake (Big Platte),Secchi Depth,2001-07-31,4
Platte Lake (Big Platte),Secchi Depth,2001-08-05,10
Platte Lake (Big Platte),Secchi Depth,2001-08-12,13
Platte Lake (Big Platte),Secchi Depth,2001-08-14,10
Platte Lake (Big Platte),Secchi Depth,2001-08-19,14
Platte Lake (Big Platte),Secchi Depth,2001-08-26,15
Platte Lake (Big Platte),Secchi Depth,2001-08-28,12
Platte Lake (Big Platte),Secchi Depth,2001-09-02,14
Platte Lake (Big Platte),Secchi Depth,2001-09-09,13.5
Platte Lake (Big Platte),Secchi Depth,2001-09-11,11
Platte Lake (Big Platte),Secchi Depth,2001-09-16,18
Platte Lake (Big Platte),Secchi Depth,2001-09-23,15
Platte Lake (Big Platte),Secchi Depth,2001-09-25,7.5
Platte Lake (Big Platte),Secchi Depth,2001-09-30,16
Platte Lake (Big Platte),Secchi Depth,2001-10-09,8
Platte Lake (Big Platte),Secchi Depth,2001-10-23,9
Platte Lake (Big Platte),Secchi Depth,2001-11-06,9
Platte Lake (Big Platte),Secchi Depth,2001-11-20,11
Platte Lake (Big Platte),Secchi Depth,2001-12-04,9
Platte Lake (Big Platte),Secchi Depth,2001-12-18,9
Platte Lake (Big Platte),Secchi Depth,2002-04-02,10
Platte Lake (Big Platte),Secchi Depth,2002-04-16,10
Platte Lake (Big Platte),Secchi Depth,2002-04-30,9.5
Platte Lake (Big Platte),Secchi Depth,2002-05-05,17
Platte Lake (Big Platte),Secchi Depth,2002-05-12,14
Platte Lake (Big Platte),Secchi Depth,2002-05-14,18.5
Platte Lake (Big Platte),Secchi Depth,2002-05-19,16
Platte Lake (Big Platte),Secchi Depth,2002-05-26,14
Platte Lake (Big Platte),Secchi Depth,2002-05-28,21.5
Platte Lake (Big Platte),Secchi Depth,2002-06-02,16
Platte Lake (Big Platte),Secchi Depth,2002-06-09,15
Platte Lake (Big Platte),Secchi Depth,2002-06-14,11
Platte Lake (Big Platte),Secchi Depth,2002-06-16,12
Platte Lake (Big Platte),Secchi Depth,2002-06-23,5
Platte Lake (Big Platte),Secchi Depth,2002-06-25,3.5
Platte Lake (Big Platte),Secchi Depth,2002-06-30,4
Platte Lake (Big Platte),Secchi Depth,2002-07-07,8
Platte Lake (Big Platte),Secchi Depth,2002-07-10,9.5
Platte Lake (Big Platte),Secchi Depth,2002-07-14,12
Platte Lake (Big Platte),Secchi Depth,2002-07-21,12
Platte Lake (Big Platte),Secchi Depth,2002-07-23,15.5
Platte Lake (Big Platte),Secchi Depth,2002-07-28,16
Platte Lake (Big Platte),Secchi Depth,2002-08-04,16.5
Platte Lake (Big Platte),Secchi Depth,2002-08-06,12.8
Platte Lake (Big Platte),Secchi Depth,2002-08-11,14
Platte Lake (Big Platte),Secchi Depth,2002-08-18,11
Platte Lake (Big Platte),Secchi Depth,2002-08-20,11.5
Platte Lake (Big Platte),Secchi Depth,2002-08-25,16
Platte Lake (Big Platte),Secchi Depth,2002-09-01,17
Platte Lake (Big Platte),Secchi Depth,2002-09-03,15.5
Platte Lake (Big Platte),Secchi Depth,2002-09-08,17
Platte Lake (Big Platte),Secchi Depth,2002-09-15,16
Platte Lake (Big Platte),Secchi Depth,2002-09-17,21
Platte Lake (Big Platte),Secchi Depth,2002-09-22,17.5
Platte Lake (Big Platte),Secchi Depth,2002-09-29,18
Platte Lake (Big Platte),Secchi Depth,2002-10-02,17.5
Platte Lake (Big Platte),Secchi Depth,2002-10-16,13.5
Platte Lake (Big Platte),Secchi Depth,2002-10-30,22.5
Platte Lake (Big Platte),Secchi Depth,2002-11-13,16
Platte Lake (Big Platte),Secchi Depth,2002-11-27,15.5
Platte Lake (Big Platte),Secchi Depth,2003-04-23,17.5
Platte Lake (Big Platte),Secchi Depth,2003-05-07,15
Platte Lake (Big Platte),Secchi Depth,2003-05-10,15
Platte Lake (Big Platte),Secchi Depth,2003-05-17,15
Platte Lake (Big Platte),Secchi Depth,2003-05-21,13.5
Platte Lake (Big Platte),Secchi Depth,2003-05-24,14
Platte Lake (Big Platte),Secchi Depth,2003-05-31,12.5
Platte Lake (Big Platte),Secchi Depth,2003-06-05,11.3
Platte Lake (Big Platte),Secchi Depth,2003-06-07,14
Platte Lake (Big Platte),Secchi Depth,2003-06-14,14
Platte Lake (Big Platte),Secchi Depth,2003-06-18,16.5
Platte Lake (Big Platte),Secchi Depth,2003-06-21,14
Platte Lake (Big Platte),Secchi Depth,2003-06-28,16
Platte Lake (Big Platte),Secchi Depth,2003-07-02,17.5
Platte Lake (Big Platte),Secchi Depth,2003-07-05,16
Platte Lake (Big Platte),Secchi Depth,2003-07-12,15
Platte Lake (Big Platte),Secchi Depth,2003-07-17,17
Platte Lake (Big Platte),Secchi Depth,2003-07-19,23
Platte Lake (Big Platte),Secchi Depth,2003-07-26,17
Platte Lake (Big Platte),Secchi Depth,2003-07-30,17.5
Platte Lake (Big Platte),Secchi Depth,2003-08-02,17
Platte Lake (Big Platte),Secchi Depth,2003-08-09,11
Platte Lake (Big Platte),Secchi Depth,2003-08-13,9.5
Platte Lake (Big Platte),Secchi Depth,2003-08-16,9
Platte Lake (Big Platte),Secchi Depth,2003-08-23,9
Platte Lake (Big Platte),Secchi Depth,2003-08-27,9
Platte Lake (Big Platte),Secchi Depth,2003-08-30,10
Platte Lake (Big Platte),Secchi Depth,2003-09-06,10
Platte Lake (Big Platte),Secchi Depth,2003-09-10,9
Platte Lake (Big Platte),Secchi Depth,2003-09-13,10
Platte Lake (Big Platte),Secchi Depth,2003-09-20,14
Platte Lake (Big Platte),Secchi Depth,2003-09-24,13
Platte Lake (Big Platte),Secchi Depth,2003-10-08,15.5
Platte Lake (Big Platte),Secchi Depth,2003-10-12,15
Platte Lake (Big Platte),Secchi Depth,2003-10-22,12
Platte Lake (Big Platte),Secchi Depth,2003-11-05,15
Platte Lake (Big Platte),Secchi Depth,2003-11-19,12.5
Platte Lake (Big Platte),Secchi Depth,2003-12-03,13.5
Platte Lake (Big Platte),Secchi Depth,2004-02-05,25
Platte Lake (Big Platte),Secchi Depth,2004-02-19,25
Platte Lake (Big Platte),Secchi Depth,2004-04-07,24
Platte Lake (Big Platte),Secchi Depth,2004-04-22,22
Platte Lake (Big Platte),Secchi Depth,2004-05-05,16
Platte Lake (Big Platte),Secchi Depth,2004-05-05,16
Platte Lake (Big Platte),Secchi Depth,2004-05-09,20
Platte Lake (Big Platte),Secchi Depth,2004-05-09,20
Platte Lake (Big Platte),Secchi Depth,2004-05-16,22
Platte Lake (Big Platte),Secchi Depth,2004-05-16,22
Platte Lake (Big Platte),Secchi Depth,2004-05-19,21
Platte Lake (Big Platte),Secchi Depth,2004-05-19,21
Platte Lake (Big Platte),Secchi Depth,2004-05-23,22
Platte Lake (Big Platte),Secchi Depth,2004-05-23,22
Platte Lake (Big Platte),Secchi Depth,2004-05-30,21
Platte Lake (Big Platte),Secchi Depth,2004-05-30,21
Platte Lake (Big Platte),Secchi Depth,2004-06-02,17
Platte Lake (Big Platte),Secchi Depth,2004-06-02,17
Platte Lake (Big Platte),Secchi Depth,2004-06-05,22
Platte Lake (Big Platte),Secchi Depth,2004-06-05,22
Platte Lake (Big Platte),Secchi Depth,2004-06-13,21
Platte Lake (Big Platte),Secchi Depth,2004-06-13,21
Platte Lake (Big Platte),Secchi Depth,2004-06-16,25
Platte Lake (Big Platte),Secchi Depth,2004-06-16,25
Platte Lake (Big Platte),Secchi Depth,2004-06-20,22
Platte Lake (Big Platte),Secchi Depth,2004-06-20,22
Platte Lake (Big Platte),Secchi Depth,2004-06-27,22
Platte Lake (Big Platte),Secchi Depth,2004-06-27,22
Platte Lake (Big Platte),Secchi Depth,2004-06-28,18
Platte Lake (Big Platte),Secchi Depth,2004-06-28,18
Platte Lake (Big Platte),Secchi Depth,2004-07-04,26
Platte Lake (Big Platte),Secchi Depth,2004-07-04,26
Platte Lake (Big Platte),Secchi Depth,2004-07-11,22
Platte Lake (Big Platte),Secchi Depth,2004-07-11,22
Platte Lake (Big Platte),Secchi Depth,2004-07-14,21
Platte Lake (Big Platte),Secchi Depth,2004-07-14,21
Platte Lake (Big Platte),Secchi Depth,2004-07-18,20
Platte Lake (Big Platte),Secchi Depth,2004-07-18,20
Platte Lake (Big Platte),Secchi Depth,2004-07-25,21
Platte Lake (Big Platte),Secchi Depth,2004-07-25,21
Platte Lake (Big Platte),Secchi Depth,2004-07-28,19
Platte Lake (Big Platte),Secchi Depth,2004-07-28,19
Platte Lake (Big Platte),Secchi Depth,2004-08-01,15
Platte Lake (Big Platte),Secchi Depth,2004-08-01,15
Platte Lake (Big Platte),Secchi Depth,2004-08-08,10.5
Platte Lake (Big Platte),Secchi Depth,2004-08-08,10.5
Platte Lake (Big Platte),Secchi Depth,2004-08-11,11.5
Platte Lake (Big Platte),Secchi Depth,2004-08-11,11.5
Platte Lake (Big Platte),Secchi Depth,2004-08-15,14
Platte Lake (Big Platte),Secchi Depth,2004-08-15,14
Platte Lake (Big Platte),Secchi Depth,2004-08-22,14
Platte Lake (Big Platte),Secchi Depth,2004-08-22,14
Platte Lake (Big Platte),Secchi Depth,2004-08-25,14
Platte Lake (Big Platte),Secchi Depth,2004-08-25,14
Platte Lake (Big Platte),Secchi Depth,2004-08-29,16
Platte Lake (Big Platte),Secchi Depth,2004-08-29,16
Platte Lake (Big Platte),Secchi Depth,2004-09-05,16
Platte Lake (Big Platte),Secchi Depth,2004-09-05,16
Platte Lake (Big Platte),Secchi Depth,2004-09-08,16.5
Platte Lake (Big Platte),Secchi Depth,2004-09-08,16.5
Platte Lake (Big Platte),Secchi Depth,2004-09-12,16.5
Platte Lake (Big Platte),Secchi Depth,2004-09-12,16.5
Platte Lake (Big Platte),Secchi Depth,2004-09-19,15
Platte Lake (Big Platte),Secchi Depth,2004-09-19,15
Platte Lake (Big Platte),Secchi Depth,2004-09-22,16
