Site,Parameter,SampleDate,Value
Platte Lake (Big Platte),Chlorophyll-a,2008-02-14,1.8
Platte Lake (Big Platte),Chlorophyll-a,2008-02-14,0.5
Platte Lake (Big Platte),Chlorophyll-a,2008-03-05,0.7
Platte Lake (Big Platte),Chlorophyll-a,2008-03-05,0.3
Platte Lake (Big Platte),Chlorophyll-a,2008-03-20,1
Platte Lake (Big Platte),Chlorophyll-a,2008-03-20,0.5
Platte Lake (Big Platte),Chlorophyll-a,2008-04-16,1.5
Platte Lake (Big Platte),Chlorophyll-a,2008-04-16,1.7
Platte Lake (Big Platte),Chlorophyll-a,2008-04-30,1.8
Platte Lake (Big Platte),Chlorophyll-a,2008-04-30,1.6
Platte Lake (Big Platte),Chlorophyll-a,2008-05-15,1.5
Platte Lake (Big Platte),Chlorophyll-a,2008-05-15,1.6
Platte Lake (Big Platte),Chlorophyll-a,2008-05-23,1.1
Platte Lake (Big Platte),Chlorophyll-a,2008-05-23,1.1
Platte Lake (Big Platte),Chlorophyll-a,2008-06-04,1.3
Platte Lake (Big Platte),Chlorophyll-a,2008-06-04,0.8
Platte Lake (Big Platte),Chlorophyll-a,2008-06-20,1.4
Platte Lake (Big Platte),Chlorophyll-a,2008-06-20,1.7
Platte Lake (Big Platte),Chlorophyll-a,2008-07-01,1.6
Platte Lake (Big Platte),Chlorophyll-a,2008-07-01,1.6
Platte Lake (Big Platte),Chlorophyll-a,2008-07-17,4.4
Platte Lake (Big Platte),Chlorophyll-a,2008-07-17,1.2
Platte Lake (Big Platte),Chlorophyll-a,2008-07-30,3.7
Platte Lake (Big Platte),Chlorophyll-a,2008-07-30,1.2
Platte Lake (Big Platte),Chlorophyll-a,2008-08-14,3.1
Platte Lake (Big Platte),Chlorophyll-a,2008-08-14,0.8
Platte Lake (Big Platte),Chlorophyll-a,2008-08-27,2.6
Platte Lake (Big Platte),Chlorophyll-a,2008-08-27,0.5
Platte Lake (Big Platte),Chlorophyll-a,2008-09-10,2.8
Platte Lake (Big Platte),Chlorophyll-a,2008-09-10,0.7
Platte Lake (Big Platte),Chlorophyll-a,2008-09-23,4.8
Platte Lake (Big Platte),Chlorophyll-a,2008-09-23,1.3
Platte Lake (Big Platte),Chlorophyll-a,2008-10-09,2.4
Platte Lake (Big Platte),Chlorophyll-a,2008-10-09,0.8
Platte Lake (Big Platte),Chlorophyll-a,2008-10-15,2.5
Platte Lake (Big Platte),Chlorophyll-a,2008-10-15,0.6
Platte Lake (Big Platte),Chlorophyll-a,2008-10-30,1.6
Platte Lake (Big Platte),Chlorophyll-a,2008-10-30,1.5
Platte Lake (Big Platte),Chlorophyll-a,2008-11-12,1.2
Platte Lake (Big Platte),Chlorophyll-a,2008-11-12,1
Platte Lake (Big Platte),Chlorophyll-a,2009-01-27,0.7
Platte Lake (Big Platte),Chlorophyll-a,2009-01-27,0.4
Platte Lake (Big Platte),Chlorophyll-a,2009-04-09,2.6
Platte Lake (Big Platte),Chlorophyll-a,2009-04-09,2.5
Platte Lake (Big Platte),Chlorophyll-a,2009-04-16,1.8
Platte Lake (Big Platte),Chlorophyll-a,2009-04-16,2.3
Platte Lake (Big Platte),Chlorophyll-a,2009-04-30,0.8
Platte Lake (Big Platte),Chlorophyll-a,2009-04-30,1.5
Platte Lake (Big Platte),Chlorophyll-a,2009-05-14,1.3
Platte Lake (Big Platte),Chlorophyll-a,2009-05-14,1.4
Platte Lake (Big Platte),Chlorophyll-a,2009-05-28,2
Platte Lake (Big Platte),Chlorophyll-a,2009-05-28,1.5
Platte Lake (Big Platte),Chlorophyll-a,2009-06-12,2.7
Platte Lake (Big Platte),Chlorophyll-a,2009-06-12,1.7
Platte Lake (Big Platte),Chlorophyll-a,2009-06-24,2.9
Platte Lake (Big Platte),Chlorophyll-a,2009-06-24,1.5
Platte Lake (Big Platte),Chlorophyll-a,2009-07-09,2.6
Platte Lake (Big Platte),Chlorophyll-a,2009-07-09,1
Platte Lake (Big Platte),Chlorophyll-a,2009-07-29,3.1
Platte Lake (Big Platte),Chlorophyll-a,2009-07-29,0.8
Platte Lake (Big Platte),Chlorophyll-a,2009-08-05,2.5
Platte Lake (Big Platte),Chlorophyll-a,2009-08-05,0.7
Platte Lake (Big Platte),Chlorophyll-a,2009-08-19,3
Platte Lake (Big Platte),Chlorophyll-a,2009-08-19,1
Platte Lake (Big Platte),Chlorophyll-a,2009-09-02,4.2
Platte Lake (Big Platte),Chlorophyll-a,2009-09-02,1
Platte Lake (Big Platte),Chlorophyll-a,2009-09-22,2.2
Platte Lake (Big Platte),Chlorophyll-a,2009-09-22,0.8
Platte Lake (Big Platte),Chlorophyll-a,2009-10-07,1.6
Platte Lake (Big Platte),Chlorophyll-a,2009-10-07,0.8
Platte Lake (Big Platte),Chlorophyll-a,2009-10-21,1.4
Platte Lake (Big Platte),Chlorophyll-a,2009-10-21,1.1
Platte Lake (Big Platte),Chlorophyll-a,2009-11-04,1.1
Platte Lake (Big Platte),Chlorophyll-a,2009-11-04,0.8
Platte Lake (Big Platte),Chlorophyll-a,2009-11-17,1.4
Platte Lake (Big Platte),Chlorophyll-a,2009-11-17,1.3
Platte Lake (Big Platte),Chlorophyll-a,2009-12-02,2.2
Platte Lake (Big Platte),Chlorophyll-a,2009-12-02,2
Platte Lake (Big Platte),Chlorophyll-a,2010-01-14,0.9
Platte Lake (Big Platte),Chlorophyll-a,2010-01-14,0.5
Platte Lake (Big Platte),Chlorophyll-a,2010-02-04,1.3
Platte Lake (Big Platte),Chlorophyll-a,2010-02-04,0.7
Platte Lake (Big Platte),Chlorophyll-a,2010-02-17,1.2
Platte Lake (Big Platte),Chlorophyll-a,2010-02-17,0.7
Platte Lake (Big Platte),Chlorophyll-a,2010-03-31,0.7
Platte Lake (Big Platte),Chlorophyll-a,2010-03-31,0.5
Platte Lake (Big Platte),Chlorophyll-a,2010-04-14,0.7
Platte Lake (Big Platte),Chlorophyll-a,2010-04-14,0.5
Platte Lake (Big Platte),Chlorophyll-a,2010-05-19,1
Platte Lake (Big Platte),Chlorophyll-a,2010-05-19,0.6
Platte Lake (Big Platte),Chlorophyll-a,2010-06-24,1.6
Platte Lake (Big Platte),Chlorophyll-a,2010-06-24,1.3
Platte Lake (Big Platte),Chlorophyll-a,2010-07-06,2.8
Platte Lake (Big Platte),Chlorophyll-a,2010-07-06,1.2
Platte Lake (Big Platte),Chlorophyll-a,2010-07-21,3.2
Platte Lake (Big Platte),Chlorophyll-a,2010-07-21,0.5
Platte Lake (Big Platte),Chlorophyll-a,2010-08-04,2
Platte Lake (Big Platte),Chlorophyll-a,2010-08-04,3.7
Platte Lake (Big Platte),Chlorophyll-a,2010-08-19,2.9
Platte Lake (Big Platte),Chlorophyll-a,2010-08-19,0.8
Platte Lake (Big Platte),Chlorophyll-a,2010-09-01,3.7
Platte Lake (Big Platte),Chlorophyll-a,2010-09-01,1
Platte Lake (Big Platte),Chlorophyll-a,2010-09-15,2.7
Platte Lake (Big Platte),Chlorophyll-a,2010-09-15,1.3
Platte Lake (Big Platte),Chlorophyll-a,2010-09-29,2
Platte Lake (Big Platte),Chlorophyll-a,2010-09-29,1.2
Platte Lake (Big Platte),Chlorophyll-a,2010-10-12,3.4
Platte Lake (Big Platte),Chlorophyll-a,2010-10-12,1.3
Platte Lake (Big Platte),Chlorophyll-a,2010-11-09,0.8
Platte Lake (Big Platte),Chlorophyll-a,2010-11-09,0.5
Platte Lake (Big Platte),Chlorophyll-a,2010-12-01,1.3
Platte Lake (Big Platte),Chlorophyll-a,2010-12-01,1.4
Platte Lake (Big Platte),Chlorophyll-a,2011-03-08,1
Platte Lake (Big Platte),Chlorophyll-a,2011-03-08,2.4
Platte Lake (Big Platte),Chlorophyll-a,2011-04-21,2.7
Platte Lake (Big Platte),Chlorophyll-a,2011-04-21,2.4
Platte Lake (Big Platte),Chlorophyll-a,2011-05-04,2
Platte Lake (Big Platte),Chlorophyll-a,2011-05-04,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-05-17,1.8
Platte Lake (Big Platte),Chlorophyll-a,2011-05-17,1.4
Platte Lake (Big Platte),Chlorophyll-a,2011-06-02,2
Platte Lake (Big Platte),Chlorophyll-a,2011-06-02,2.1
Platte Lake (Big Platte),Chlorophyll-a,2011-06-14,2
Platte Lake (Big Platte),Chlorophyll-a,2011-06-14,2
Platte Lake (Big Platte),Chlorophyll-a,2011-06-29,2.3
Platte Lake (Big Platte),Chlorophyll-a,2011-06-29,1.3
Platte Lake (Big Platte),Chlorophyll-a,2011-07-13,3.3
Platte Lake (Big Platte),Chlorophyll-a,2011-07-13,2.4
Platte Lake (Big Platte),Chlorophyll-a,2011-07-29,4.6
Platte Lake (Big Platte),Chlorophyll-a,2011-07-29,4.2
Platte Lake (Big Platte),Chlorophyll-a,2011-08-10,4
Platte Lake (Big Platte),Chlorophyll-a,2011-08-10,3.1
Platte Lake (Big Platte),Chlorophyll-a,2011-08-24,3.8
Platte Lake (Big Platte),Chlorophyll-a,2011-08-24,1.6
Platte Lake (Big Platte),Chlorophyll-a,2011-10-05,3.5
Platte Lake (Big Platte),Chlorophyll-a,2011-10-05,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-10-26,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-10-26,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-11-08,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-11-08,1.6
Platte Lake (Big Platte),Chlorophyll-a,2011-11-22,1.8
Platte Lake (Big Platte),Chlorophyll-a,2011-11-22,1.6
Platte Lake (Big Platte),Chlorophyll-a,2011-12-21,1.7
Platte Lake (Big Platte),Chlorophyll-a,2011-12-21,1.7
Platte Lake (Big Platte),Nitrate,2004-10-20,73.45
Platte Lake (Big Platte),Nitrate,2004-11-03,87
Platte Lake (Big Platte),Nitrate,2004-11-17,115.19999999999999
Platte Lake (Big Platte),Nitrate,2004-12-01,133.35000000000002
Platte Lake (Big Platte),Nitrate,2005-01-19,204.35
Platte Lake (Big Platte),Nitrate,2005-02-15,211.35
Platte Lake (Big Platte),Nitrate,2005-03-02,250.7
Platte Lake (Big Platte),Nitrate,2005-05-11,256.1
Platte Lake (Big Platte),Nitrate,2005-05-25,239.60000000000002
Platte Lake (Big Platte),Nitrate,2005-06-08,227.05
Platte Lake (Big Platte),Nitrate,2005-06-22,210.8
Platte Lake (Big Platte),Nitrate,2005-07-13,211.5
Platte Lake (Big Platte),Nitrate,2005-07-27,137.35
Platte Lake (Big Platte),Nitrate,2005-08-10,113.35000000000001
Platte Lake (Big Platte),Nitrate,2005-08-24,61.75
Platte Lake (Big Platte),Nitrate,2005-09-07,36.5
Platte Lake (Big Platte),Nitrate,2005-09-21,26
Platte Lake (Big Platte),Nitrate,2005-10-05,27.45
Platte Lake (Big Platte),Nitrate,2005-11-02,66.25
Platte Lake (Big Platte),Nitrate,2005-11-30,123.94999999999999
Platte Lake (Big Platte),Nitrate,2006-03-01,221.60000000000002
Platte Lake (Big Platte),Nitrate,2006-04-05,227.1
Platte Lake (Big Platte),Nitrate,2006-04-19,230.85000000000002
Platte Lake (Big Platte),Nitrate,2006-05-03,222.8
Platte Lake (Big Platte),Nitrate,2006-05-16,199.7
Platte Lake (Big Platte),Nitrate,2006-06-01,179.7
Platte Lake (Big Platte),Nitrate,2006-06-14,175.2
Platte Lake (Big Platte),Nitrate,2006-06-28,258.35
Platte Lake (Big Platte),Nitrate,2006-07-12,152.85
Platte Lake (Big Platte),Nitrate,2006-07-27,103.7
Platte Lake (Big Platte),Nitrate,2006-08-09,69.75
Platte Lake (Big Platte),Nitrate,2006-08-23,48.300000000000004
Platte Lake (Big Platte),Nitrate,2006-09-06,24.85
Platte Lake (Big Platte),Nitrate,2006-09-20,15.9
Platte Lake (Big Platte),Nitrate,2006-10-09,29.4
Platte Lake (Big Platte),Nitrate,2006-10-24,85.25
Platte Lake (Big Platte),Nitrate,2006-11-08,82.45
Platte Lake (Big Platte),Nitrate,2006-11-27,100.69999999999999
Platte Lake (Big Platte),Nitrate,2006-12-13,121.5
Platte Lake (Big Platte),Nitrate,2007-01-05,158.35000000000002
Platte Lake (Big Platte),Nitrate,2007-03-29,228.95
Platte Lake (Big Platte),Nitrate,2007-04-17,229.5
Platte Lake (Big Platte),Nitrate,2007-05-02,222.64999999999998
Platte Lake (Big Platte),Nitrate,2007-05-16,211.95
Platte Lake (Big Platte),Nitrate,2007-06-01,184.3
Platte Lake (Big Platte),Nitrate,2007-06-13,163.4
Platte Lake (Big Platte),Nitrate,2007-06-27,140.4
Platte Lake (Big Platte),Nitrate,2007-07-11,163
Platte Lake (Big Platte),Nitrate,2007-07-25,161.4
Platte Lake (Big Platte),Nitrate,2007-08-08,138.85
Platte Lake (Big Platte),Nitrate,2007-08-22,101.55
Platte Lake (Big Platte),Nitrate,2007-09-05,69.45
Platte Lake (Big Platte),Nitrate,2007-09-26,21.15
Platte Lake (Big Platte),Nitrate,2007-10-10,17.25
Platte Lake (Big Platte),Nitrate,2007-10-24,25.2
Platte Lake (Big Platte),Nitrate,2007-11-07,72.69999999999999
Platte Lake (Big Platte),Nitrate,2008-02-01,211.3
Platte Lake (Big Platte),Nitrate,2008-02-14,226.7
Platte Lake (Big Platte),Nitrate,2008-03-05,265.5
Platte Lake (Big Platte),Nitrate,2008-03-20,275.7
Platte Lake (Big Platte),Nitrate,2008-04-16,254.5
Platte Lake (Big Platte),Nitrate,2008-04-30,245.7
Platte Lake (Big Platte),Nitrate,2008-05-15,243.39999999999998
Platte Lake (Big Platte),Nitrate,2008-05-23,242.25
Platte Lake (Big Platte),Nitrate,2008-06-04,248.15
Platte Lake (Big Platte),Nitrate,2008-06-20,227.85
Platte Lake (Big Platte),Nitrate,2008-07-01,218.1
Platte Lake (Big Platte),Nitrate,2008-07-17,180.7
Platte Lake (Big Platte),Nitrate,2008-07-30,135.95000000000002
Platte Lake (Big Platte),Nitrate,2008-08-14,95.2
Platte Lake (Big Platte),Nitrate,2008-08-27,66.1
Platte Lake (Big Platte),Nitrate,2008-09-10,27.35
Platte Lake (Big Platte),Nitrate,2008-09-23,17
Platte Lake (Big Platte),Nitrate,2008-10-09,22.25
Platte Lake (Big Platte),Nitrate,2008-10-15,26.6
Platte Lake (Big Platte),Nitrate,2008-10-30,53.75
Platte Lake (Big Platte),Nitrate,2008-11-12,54.8
Platte Lake (Big Platte),Secchi Depth,1990-01-03,9
Platte Lake (Big Platte),Secchi Depth,1990-03-06,18
Platte Lake (Big Platte),Secchi Depth,1990-04-18,18
Platte Lake (Big Platte),Secchi Depth,1990-05-03,11
Platte Lake (Big Platte),Secchi Depth,1990-05-10,11
Platte Lake (Big Platte),Secchi Depth,1990-05-16,8
Platte Lake (Big Platte),Secchi Depth,1990-05-17,11
Platte Lake (Big Platte),Secchi Depth,1990-05-24,10.5
Platte Lake (Big Platte),Secchi Depth,1990-05-30,6
Platte Lake (Big Platte),Secchi Depth,1990-05-31,8
Platte Lake (Big Platte),Secchi Depth,1990-06-07,5.5
Platte Lake (Big Platte),Secchi Depth,1990-06-14,5
Platte Lake (Big Platte),Secchi Depth,1990-06-21,7
Platte Lake (Big Platte),Secchi Depth,1990-06-27,5
Platte Lake (Big Platte),Secchi Depth,1990-06-28,11.5
Platte Lake (Big Platte),Secchi Depth,1990-07-05,16
Platte Lake (Big Platte),Secchi Depth,1990-07-11,14
Platte Lake (Big Platte),Secchi Depth,1990-07-12,16
Platte Lake (Big Platte),Secchi Depth,1990-07-19,22
Platte Lake (Big Platte),Secchi Depth,1990-07-25,16
Platte Lake (Big Platte),Secchi Depth,1990-07-26,20
Platte Lake (Big Platte),Secchi Depth,1990-08-02,18.5
Platte Lake (Big Platte),Secchi Depth,1990-08-08,10
Platte Lake (Big Platte),Secchi Depth,1990-08-09,19
Platte Lake (Big Platte),Secchi Depth,1990-08-16,15
Platte Lake (Big Platte),Secchi Depth,1990-08-23,15
Platte Lake (Big Platte),Secchi Depth,1990-08-24,11
Platte Lake (Big Platte),Secchi Depth,1990-08-30,11
Platte Lake (Big Platte),Secchi Depth,1990-09-05,7
Platte Lake (Big Platte),Secchi Depth,1990-09-06,11
Platte Lake (Big Platte),Secchi Depth,1990-09-12,8
Platte Lake (Big Platte),Secchi Depth,1990-09-13,12
Platte Lake (Big Platte),Secchi Depth,1990-09-19,12
Platte Lake (Big Platte),Secchi Depth,1990-09-20,14
Platte Lake (Big Platte),Secchi Depth,1990-10-05,9
Platte Lake (Big Platte),Secchi Depth,1990-10-17,9
Platte Lake (Big Platte),Secchi Depth,1990-10-31,9
Platte Lake (Big Platte),Secchi Depth,1990-11-16,8
Platte Lake (Big Platte),Secchi Depth,1990-12-05,9
Platte Lake (Big Platte),Secchi Depth,1991-01-09,9
Platte Lake (Big Platte),Secchi Depth,1991-02-01,14
Platte Lake (Big Platte),Secchi Depth,1991-02-19,17
Platte Lake (Big Platte),Secchi Depth,1991-03-05,12
Platte Lake (Big Platte),Secchi Depth,1991-03-19,14
Platte Lake (Big Platte),Secchi Depth,1991-04-09,9
Platte Lake (Big Platte),Secchi Depth,1991-04-16,10
Platte Lake (Big Platte),Secchi Depth,1991-05-03,7
Platte Lake (Big Platte),Secchi Depth,1991-05-10,15
Platte Lake (Big Platte),Secchi Depth,1991-05-14,11
Platte Lake (Big Platte),Secchi Depth,1991-05-17,13.5
Platte Lake (Big Platte),Secchi Depth,1991-05-24,13
Platte Lake (Big Platte),Secchi Depth,1991-05-28,11
Platte Lake (Big Platte),Secchi Depth,1991-05-31,13.5
Platte Lake (Big Platte),Secchi Depth,1991-06-07,10
Platte Lake (Big Platte),Secchi Depth,1991-06-11,9
Platte Lake (Big Platte),Secchi Depth,1991-06-14,16
Platte Lake (Big Platte),Secchi Depth,1991-06-21,16
Platte Lake (Big Platte),Secchi Depth,1991-06-25,12
Platte Lake (Big Platte),Secchi Depth,1991-06-28,17
Platte Lake (Big Platte),Secchi Depth,1991-07-05,21
Platte Lake (Big Platte),Secchi Depth,1991-07-09,14
Platte Lake (Big Platte),Secchi Depth,1991-07-12,20
Platte Lake (Big Platte),Secchi Depth,1991-07-19,14
Platte Lake (Big Platte),Secchi Depth,1991-07-23,7
Platte Lake (Big Platte),Secchi Depth,1991-07-26,12
Platte Lake (Big Platte),Secchi Depth,1991-08-02,12
Platte Lake (Big Platte),Secchi Depth,1991-08-06,11
Platte Lake (Big Platte),Secchi Depth,1991-08-09,12
Platte Lake (Big Platte),Secchi Depth,1991-08-16,13
Platte Lake (Big Platte),Secchi Depth,1991-08-20,11
Platte Lake (Big Platte),Secchi Depth,1991-08-23,15
Platte Lake (Big Platte),Secchi Depth,1991-08-30,15
Platte Lake (Big Platte),Secchi Depth,1991-09-03,7
Platte Lake (Big Platte),Secchi Depth,1991-09-06,15
Platte Lake (Big Platte),Secchi Depth,1991-09-13,12.5
Platte Lake (Big Platte),Secchi Depth,1991-09-17,13
Platte Lake (Big Platte),Secchi Depth,1991-10-01,10
Platte Lake (Big Platte),Secchi Depth,1991-10-15,9
Platte Lake (Big Platte),Secchi Depth,1991-11-05,7
Platte Lake (Big Platte),Secchi Depth,1991-11-19,10
Platte Lake (Big Platte),Secchi Depth,1991-12-10,9
Platte Lake (Big Platte),Secchi Depth,1992-01-17,6
Platte Lake (Big Platte),Secchi Depth,1992-01-28,9
Platte Lake (Big Platte),Secchi Depth,1992-02-18,9
Platte Lake (Big Platte),Secchi Depth,1992-03-13,10
Platte Lake (Big Platte),Secchi Depth,1992-04-09,16
Platte Lake (Big Platte),Secchi Depth,1992-04-14,9
Platte Lake (Big Platte),Secchi Depth,1992-04-28,16
Platte Lake (Big Platte),Secchi Depth,1992-05-10,12
Platte Lake (Big Platte),Secchi Depth,1992-05-12,8
Platte Lake (Big Platte),Secchi Depth,1992-05-17,10
Platte Lake (Big Platte),Secchi Depth,1992-05-24,9
Platte Lake (Big Platte),Secchi Depth,1992-05-26,8.5
Platte Lake (Big Platte),Secchi Depth,1992-05-31,12
Platte Lake (Big Platte),Secchi Depth,1992-06-07,8
Platte Lake (Big Platte),Secchi Depth,1992-06-09,6
Platte Lake (Big Platte),Secchi Depth,1992-06-14,3.5
Platte Lake (Big Platte),Secchi Depth,1992-06-19,4.5
Platte Lake (Big Platte),Secchi Depth,1992-06-21,5
Platte Lake (Big Platte),Secchi Depth,1992-06-28,4
Platte Lake (Big Platte),Secchi Depth,1992-06-30,3.5
Platte Lake (Big Platte),Secchi Depth,1992-07-05,5
Platte Lake (Big Platte),Secchi Depth,1992-07-12,6
Platte Lake (Big Platte),Secchi Depth,1992-07-19,9
Platte Lake (Big Platte),Secchi Depth,1992-07-21,7
Platte Lake (Big Platte),Secchi Depth,1992-07-26,10
Platte Lake (Big Platte),Secchi Depth,1992-08-02,11
Platte Lake (Big Platte),Secchi Depth,1992-08-04,8.5
Platte Lake (Big Platte),Secchi Depth,1992-08-09,13
Platte Lake (Big Platte),Secchi Depth,1992-08-16,15.5
Platte Lake (Big Platte),Secchi Depth,1992-08-18,9.5
Platte Lake (Big Platte),Secchi Depth,1992-08-23,16
Platte Lake (Big Platte),Secchi Depth,1992-08-30,15.5
Platte Lake (Big Platte),Secchi Depth,1992-09-01,15
Platte Lake (Big Platte),Secchi Depth,1992-09-06,15
Platte Lake (Big Platte),Secchi Depth,1992-09-13,13.5
Platte Lake (Big Platte),Secchi Depth,1992-09-15,13.5
Platte Lake (Big Platte),Secchi Depth,1992-09-20,14.5
Platte Lake (Big Platte),Secchi Depth,1992-09-22,10
Platte Lake (Big Platte),Secchi Depth,1992-09-29,10
Platte Lake (Big Platte),Secchi Depth,1992-10-06,15.1
Platte Lake (Big Platte),Secchi Depth,1992-10-13,9.5
Platte Lake (Big Platte),Secchi Depth,1992-10-21,8.5
Platte Lake (Big Platte),Secchi Depth,1992-10-27,12.5
Platte Lake (Big Platte),Secchi Depth,1992-11-04,8.5
Platte Lake (Big Platte),Secchi Depth,1992-11-12,9
Platte Lake (Big Platte),Secchi Depth,1992-11-18,9.5
Platte Lake (Big Platte),Secchi Depth,1992-11-24,9.5
Platte Lake (Big Platte),Secchi Depth,1992-12-01,9
Platte Lake (Big Platte),Secchi Depth,1992-12-08,11.5
Platte Lake (Big Platte),Secchi Depth,1992-12-15,10.5
Platte Lake (Big Platte),Secchi Depth,1992-12-22,11
Platte Lake (Big Platte),Secchi Depth,1993-01-12,13
Platte Lake (Big Platte),Secchi Depth,1993-01-26,11
Platte Lake (Big Platte),Secchi Depth,1993-02-09,14.5
Platte Lake (Big Platte),Secchi Depth,1993-02-23,9
Platte Lake (Big Platte),Secchi Depth,1993-03-23,9
Platte Lake (Big Platte),Secchi Depth,1993-05-04,12
Platte Lake (Big Platte),Secchi Depth,1993-05-10,12
Platte Lake (Big Platte),Secchi Depth,1993-05-17,12
Platte Lake (Big Platte),Secchi Depth,1993-05-18,10
Platte Lake (Big Platte),Secchi Depth,1993-05-24,10
Platte Lake (Big Platte),Secchi Depth,1993-05-31,13
Platte Lake (Big Platte),Secchi Depth,1993-06-01,10
Platte Lake (Big Platte),Secchi Depth,1993-06-07,10
Platte Lake (Big Platte),Secchi Depth,1993-06-14,12
Platte Lake (Big Platte),Secchi Depth,1993-06-15,8
Platte Lake (Big Platte),Secchi Depth,1993-06-21,13
Platte Lake (Big Platte),Secchi Depth,1993-06-28,13.5
Platte Lake (Big Platte),Secchi Depth,1993-06-29,9
Platte Lake (Big Platte),Secchi Depth,1993-07-05,19
Platte Lake (Big Platte),Secchi Depth,1993-07-12,21
Platte Lake (Big Platte),Secchi Depth,1993-07-13,17
Platte Lake (Big Platte),Secchi Depth,1993-07-19,18.5
Platte Lake (Big Platte),Secchi Depth,1993-07-26,17
Platte Lake (Big Platte),Secchi Depth,1993-07-27,16
Platte Lake (Big Platte),Secchi Depth,1993-08-02,18
Platte Lake (Big Platte),Secchi Depth,1993-08-09,14
Platte Lake (Big Platte),Secchi Depth,1993-08-10,11
Platte Lake (Big Platte),Secchi Depth,1993-08-16,11
Platte Lake (Big Platte),Secchi Depth,1993-08-23,10.5
Platte Lake (Big Platte),Secchi Depth,1993-08-24,7
Platte Lake (Big Platte),Secchi Depth,1993-08-30,13
Platte Lake (Big Platte),Secchi Depth,1993-09-06,11.5
Platte Lake (Big Platte),Secchi Depth,1993-09-07,10.5
Platte Lake (Big Platte),Secchi Depth,1993-09-13,15
Platte Lake (Big Platte),Secchi Depth,1993-09-20,14
Platte Lake (Big Platte),Secchi Depth,1993-09-21,12
Platte Lake (Big Platte),Secchi Depth,1993-10-05,9.5
Platte Lake (Big Platte),Secchi Depth,1993-10-19,13.5
Platte Lake (Big Platte),Secchi Depth,1993-11-02,9
Platte Lake (Big Platte),Secchi Depth,1993-11-17,9.5
Platte Lake (Big Platte),Secchi Depth,1993-11-30,10
Platte Lake (Big Platte),Secchi Depth,1993-12-14,9
Platte Lake (Big Platte),Secchi Depth,1994-01-04,9
Platte Lake (Big Platte),Secchi Depth,1994-01-21,6.5
Platte Lake (Big Platte),Secchi Depth,1994-02-01,9.5
Platte Lake (Big Platte),Secchi Depth,1994-02-15,9
Platte Lake (Big Platte),Secchi Depth,1994-03-01,13.5
Platte Lake (Big Platte),Secchi Depth,1994-03-15,19
Platte Lake (Big Platte),Secchi Depth,1994-04-05,14
Platte Lake (Big Platte),Secchi Depth,1994-04-19,12
Platte Lake (Big Platte),Secchi Depth,1994-05-03,14
Platte Lake (Big Platte),Secchi Depth,1994-05-10,9.5
Platte Lake (Big Platte),Secchi Depth,1994-05-17,11
Platte Lake (Big Platte),Secchi Depth,1994-05-24,8
Platte Lake (Big Platte),Secchi Depth,1994-05-31,6
Platte Lake (Big Platte),Secchi Depth,1994-06-07,6.5
Platte Lake (Big Platte),Secchi Depth,1994-06-14,5
Platte Lake (Big Platte),Secchi Depth,1994-06-21,6
Platte Lake (Big Platte),Secchi Depth,1994-06-28,9
Platte Lake (Big Platte),Secchi Depth,1994-07-05,14
Platte Lake (Big Platte),Secchi Depth,1994-07-12,14.5
Platte Lake (Big Platte),Secchi Depth,1994-07-19,13
Platte Lake (Big Platte),Secchi Depth,1994-07-26,14.5
Platte Lake (Big Platte),Secchi Depth,1994-08-02,14
Platte Lake (Big Platte),Secchi Depth,1994-08-09,17
Platte Lake (Big Platte),Secchi Depth,1994-08-16,15
Platte Lake (Big Platte),Secchi Depth,1994-08-23,14
Platte Lake (Big Platte),Secchi Depth,1994-08-30,16.5
Platte Lake (Big Platte),Secchi Depth,1994-09-06,18
Platte Lake (Big Platte),Secchi Depth,1994-09-13,16
Platte Lake (Big Platte),Secchi Depth,1994-09-20,16
Platte Lake (Big Platte),Secchi Depth,1994-10-04,10.5
Platte Lake (Big Platte),Secchi Depth,1994-10-18,9.5
Platte Lake (Big Platte),Secchi Depth,1994-11-01,9.5
Platte Lake (Big Platte),Secchi Depth,1994-11-15,9.5
Platte Lake (Big Platte),Secchi Depth,1994-11-29,7.5
Platte Lake (Big Platte),Secchi Depth,1994-12-13,10.5
Platte Lake (Big Platte),Secchi Depth,1994-12-27,14.5
Platte Lake (Big Platte),Secchi Depth,1995-01-24,15
Platte Lake (Big Platte),Secchi Depth,1995-02-07,17
Platte Lake (Big Platte),Secchi Depth,1995-02-21,19.5
Platte Lake (Big Platte),Secchi Depth,1995-03-07,14.5
Platte Lake (Big Platte),Secchi Depth,1995-03-28,12
Platte Lake (Big Platte),Secchi Depth,1995-04-11,11
Platte Lake (Big Platte),Secchi Depth,1995-04-25,10
Platte Lake (Big Platte),Secchi Depth,1995-05-03,12
Platte Lake (Big Platte),Secchi Depth,1995-05-09,9
Platte Lake (Big Platte),Secchi Depth,1995-05-10,10
Platte Lake (Big Platte),Secchi Depth,1995-05-17,9
